model,country,mean_js_similarity,mean_total_variation,questions_used
checkpoints/llama3.1-8b-hard-panel,Angola (Non-national sample),0.6402191475718442,0.45338675330738454,86
checkpoints/llama3.1-8b-hard-panel,S. Africa (Non-national sample),0.6392234207447739,0.44108509808792706,73
checkpoints/llama3.1-8b-hard-panel,Palest. ter.,0.6362715334376188,0.4402624667971623,234
checkpoints/llama3.1-8b-hard-panel,Morocco (Non-national sample),0.6356288671873896,0.4443042755279864,77
checkpoints/llama3.1-8b-hard-panel,Kuwait,0.6341751869312379,0.4528764902590469,95
checkpoints/llama3.1-8b-hard-panel,Britain,0.6323784771355038,0.44675968099058855,647
checkpoints/llama3.1-8b-hard-panel,Indonesia (Non-national sample),0.6285180169933737,0.4545396346675805,105
checkpoints/llama3.1-8b-hard-panel,Israel,0.6241473363775659,0.45617206658721526,344
checkpoints/llama3.1-8b-hard-panel,S. Africa,0.6220691093636147,0.46760469273871763,330
checkpoints/llama3.1-8b-hard-panel,Senegal (Non-national sample),0.6216670667858336,0.47016429955937256,119
checkpoints/llama3.1-8b-hard-panel,Guatemala (Non-national sample),0.621037634711442,0.4744564126429032,87
checkpoints/llama3.1-8b-hard-panel,Ivory Coast (Non-national sample),0.620739871462008,0.4737587383049075,119
checkpoints/llama3.1-8b-hard-panel,India (Current national sample),0.61795431794588,0.47392483409323727,229
checkpoints/llama3.1-8b-hard-panel,Ghana,0.6146660030465346,0.4803125857867031,243
checkpoints/llama3.1-8b-hard-panel,Uzbekistan,0.6140469040936579,0.481915803317001,89
checkpoints/llama3.1-8b-hard-panel,Russia,0.6130429261534441,0.4700845555906649,712
checkpoints/llama3.1-8b-hard-panel,Bangladesh (Non-national sample),0.6113647927901648,0.4841899794801485,124
checkpoints/llama3.1-8b-hard-panel,Tanzania,0.6067129706382223,0.4883858470382462,245
checkpoints/llama3.1-8b-hard-panel,Mali,0.6055811996449815,0.49071668020514647,75
checkpoints/llama3.1-8b-hard-panel,Poland,0.6046240809722031,0.48083457548727226,578
checkpoints/llama3.1-8b-hard-panel,Honduras (Non-national sample),0.6030493769997181,0.4993410211787599,87
checkpoints/llama3.1-8b-hard-panel,Mali (Non-national sample),0.6019730079550488,0.49604098696874094,87
checkpoints/llama3.1-8b-hard-panel,Jordan,0.5987680122009602,0.47830332860402547,597
checkpoints/llama3.1-8b-hard-panel,Uganda,0.5981944543184685,0.4953777773461358,215
checkpoints/llama3.1-8b-hard-panel,Turkey,0.5971448024310854,0.4929921521613371,662
checkpoints/llama3.1-8b-hard-panel,France,0.5919567449654282,0.487229733607521,758
checkpoints/llama3.1-8b-hard-panel,UK,0.5907489992636508,0.4938562866271466,846
checkpoints/llama3.1-8b-hard-panel,USA,0.5896756909866111,0.4961251640595992,846
checkpoints/llama3.1-8b-hard-panel,United States,0.5896756909866111,0.4961251640595992,846
checkpoints/llama3.1-8b-hard-panel,Honduras,0.5864751452707971,0.4685945403135973,2
checkpoints/llama3.1-8b-hard-panel,Egypt,0.5862136188363097,0.4896526533924399,421
checkpoints/llama3.1-8b-hard-panel,El Salvador,0.5861489490789773,0.49814311648932985,92
checkpoints/llama3.1-8b-hard-panel,Taiwan,0.5859401386878064,0.4871442514729462,49
checkpoints/llama3.1-8b-hard-panel,Senegal,0.5859208636171613,0.5085290928284442,155
checkpoints/llama3.1-8b-hard-panel,S. Korea,0.5834350658705663,0.5029199903914179,467
checkpoints/llama3.1-8b-hard-panel,Spain,0.5819581522477205,0.5005552677858507,670
checkpoints/llama3.1-8b-hard-panel,Mexico,0.5810798846888263,0.5022429704728231,598
checkpoints/llama3.1-8b-hard-panel,Indonesia,0.5806572459499428,0.5047385536509618,594
checkpoints/llama3.1-8b-hard-panel,Germany,0.5804705779638282,0.5060178791056967,844
checkpoints/llama3.1-8b-hard-panel,Pakistan,0.5781583753734502,0.5106038812882647,563
checkpoints/llama3.1-8b-hard-panel,Argentina,0.5768510102586677,0.5066943526265755,571
checkpoints/llama3.1-8b-hard-panel,Italy,0.576214262762617,0.5121726972741014,609
checkpoints/llama3.1-8b-hard-panel,Lebanon,0.5709936702443369,0.5142784868488579,598
checkpoints/llama3.1-8b-hard-panel,Japan,0.5704295391199192,0.5168291612233854,708
checkpoints/llama3.1-8b-hard-panel,Burkina Faso,0.5691330560939146,0.5294564180551596,48
checkpoints/llama3.1-8b-hard-panel,Ivory Coast,0.5680002531099324,0.5079587708542985,2
checkpoints/llama3.1-8b-hard-panel,Bulgaria,0.5651043521038543,0.5299532580767401,302
checkpoints/llama3.1-8b-hard-panel,Kenya,0.5636716491734959,0.5294015590852363,569
checkpoints/llama3.1-8b-hard-panel,Ukraine,0.5635025446129548,0.5291356906075892,475
checkpoints/llama3.1-8b-hard-panel,Vietnam (Non-national sample),0.5622222148512948,0.5321519507135415,68
checkpoints/llama3.1-8b-hard-panel,Brazil,0.5579266439252365,0.5309222785245444,493
checkpoints/llama3.1-8b-hard-panel,Lithuania,0.5556150621860836,0.534155340888522,237
checkpoints/llama3.1-8b-hard-panel,Canada,0.5492826566979246,0.5389736170374243,663
checkpoints/llama3.1-8b-hard-panel,Hungary,0.5467553059926619,0.5453023812095378,302
checkpoints/llama3.1-8b-hard-panel,Slovakia,0.5467164426452846,0.5432905515874705,386
checkpoints/llama3.1-8b-hard-panel,Tunisia,0.5466046969558441,0.5426760435005769,421
checkpoints/llama3.1-8b-hard-panel,Nigeria,0.5434012760942605,0.5489262412923035,469
checkpoints/llama3.1-8b-hard-panel,Chile,0.5419863569875486,0.5469707222980436,403
checkpoints/llama3.1-8b-hard-panel,Peru,0.5386895280530443,0.5566408304460192,417
checkpoints/llama3.1-8b-hard-panel,Philippines,0.5225098277895807,0.5720591405606539,495
checkpoints/llama3.1-8b-hard-panel,Australia,0.5220876949547707,0.5684666572943589,538
checkpoints/llama3.1-8b-hard-panel,Greece,0.5196089964992092,0.5690512435655286,467
checkpoints/llama3.1-8b-hard-panel,Malaysia,0.5193994661378559,0.5700658171121352,376
checkpoints/llama3.1-8b-hard-panel,China,0.5158945812355696,0.5730659442905162,289
checkpoints/llama3.1-8b-hard-panel,Belgium,0.5117006729495339,0.5700413530839743,103
checkpoints/llama3.1-8b-hard-panel,Venezuela,0.5101721511385182,0.5773414467008887,345
checkpoints/llama3.1-8b-hard-panel,Netherlands,0.5098800646028003,0.586718496639546,468
checkpoints/llama3.1-8b-hard-panel,Sweden,0.5071356192929084,0.587849712527591,411
checkpoints/llama3.1-8b-hard-panel,Bolivia,0.49746973039688636,0.589565000178429,253
checkpoints/llama3.1-8b-hard-panel,Thailand,0.492733265487741,0.5991755226607731,252
checkpoints/llama3.1-8b-hard-panel,Angola,0.49168969486413533,0.6510111996612593,2
checkpoints/llama3.1-8b-hard-panel,Colombia,0.490243317675864,0.5952025057342338,280
checkpoints/llama3.1-8b-hard-panel,Morocco,0.48825022336700064,0.6028991392436539,273
checkpoints/llama3.1-8b-hard-panel,Kazakhstan,0.48821164622761926,0.6010785434357206,196
checkpoints/llama3.1-8b-hard-panel,New Zealand,0.484091360842529,0.6105364291147453,248
checkpoints/llama3.1-8b-hard-panel,North Macedonia,0.48323703699162335,0.6146371127805991,115
checkpoints/llama3.1-8b-hard-panel,Romania,0.48203991057674406,0.6080576797785112,199
checkpoints/llama3.1-8b-hard-panel,Serbia,0.48080849324213276,0.6188800998702434,199
checkpoints/llama3.1-8b-hard-panel,Albania,0.47847440155780246,0.6203296605867372,115
checkpoints/llama3.1-8b-hard-panel,Bangladesh,0.4777508281876371,0.61643905077622,255
checkpoints/llama3.1-8b-hard-panel,Vietnam,0.4752948864125457,0.6300075056834804,317
checkpoints/llama3.1-8b-hard-panel,Uruguay,0.4752381626760377,0.6203767781877481,199
checkpoints/llama3.1-8b-hard-panel,Ethiopia,0.4751549055061649,0.6212834467671285,232
checkpoints/llama3.1-8b-hard-panel,Jordan (Non-national sample),0.47510354236460983,0.6378048814838138,1
checkpoints/llama3.1-8b-hard-panel,Colombia (Non-national sample),0.4746161683508878,0.6397429173287288,1
checkpoints/llama3.1-8b-hard-panel,Iraq,0.4745026135165256,0.609534131257127,189
checkpoints/llama3.1-8b-hard-panel,Belarus,0.4744701586807373,0.6241075688016127,115
checkpoints/llama3.1-8b-hard-panel,Cyprus,0.4740789559546493,0.6225437495671009,199
checkpoints/llama3.1-8b-hard-panel,Armenia,0.47323693462999444,0.6179068098387065,199
checkpoints/llama3.1-8b-hard-panel,Montenegro,0.4705854694107439,0.6277530744181224,115
checkpoints/llama3.1-8b-hard-panel,Czechia,0.46957845942641624,0.6326755479661992,199
checkpoints/llama3.1-8b-hard-panel,Iran,0.46923289023597575,0.6204226811414183,194
checkpoints/llama3.1-8b-hard-panel,Nicaragua,0.4687960476932071,0.6204970343692774,250
checkpoints/llama3.1-8b-hard-panel,Singapore,0.4649564224308696,0.6258578407798981,245
checkpoints/llama3.1-8b-hard-panel,Andorra,0.4649560674788104,0.632450532345551,198
checkpoints/llama3.1-8b-hard-panel,Libya,0.46492774313612134,0.6293952862619825,199
checkpoints/llama3.1-8b-hard-panel,Estonia,0.4645096297310626,0.6384502398953538,115
checkpoints/llama3.1-8b-hard-panel,Kyrgyzstan,0.46364103860059286,0.6345274180405844,195
checkpoints/llama3.1-8b-hard-panel,Zimbabwe,0.461277687398252,0.6342260399743453,199
checkpoints/llama3.1-8b-hard-panel,Puerto Rico,0.46104130065579474,0.6270015108850551,199
checkpoints/llama3.1-8b-hard-panel,Georgia,0.4603973423550284,0.638414615643101,115
checkpoints/llama3.1-8b-hard-panel,Ecuador,0.46017931955183744,0.6330610142408899,199
checkpoints/llama3.1-8b-hard-panel,Guatemala,0.45974397458280053,0.6272397826437848,201
checkpoints/llama3.1-8b-hard-panel,Croatia,0.4590887777614362,0.6429778669128347,115
checkpoints/llama3.1-8b-hard-panel,Austria,0.4588307348558647,0.6481694438394399,115
checkpoints/llama3.1-8b-hard-panel,Latvia,0.45846254990545093,0.643834502565007,116
checkpoints/llama3.1-8b-hard-panel,Bosnia Herzegovina,0.4577732753811691,0.6412177036463563,115
checkpoints/llama3.1-8b-hard-panel,Philippines (Non-national sample),0.4554197026187202,0.645868070457557,1
checkpoints/llama3.1-8b-hard-panel,Great Britain,0.4554008978410933,0.6469794215359562,199
checkpoints/llama3.1-8b-hard-panel,Maldives,0.4535327037853874,0.6490073374229095,199
checkpoints/llama3.1-8b-hard-panel,Northern Ireland,0.453275933044319,0.6455312169820954,198
checkpoints/llama3.1-8b-hard-panel,Tajikistan,0.45201481280086436,0.6319199316868661,190
checkpoints/llama3.1-8b-hard-panel,Portugal,0.45064813605167975,0.6537588208965216,115
checkpoints/llama3.1-8b-hard-panel,Slovenia,0.44934557188113183,0.6611591371000218,115
checkpoints/llama3.1-8b-hard-panel,Myanmar,0.44784438432017953,0.6406561283968731,196
checkpoints/llama3.1-8b-hard-panel,Hong Kong SAR,0.4464778023203089,0.6556220196244408,199
checkpoints/llama3.1-8b-hard-panel,Mongolia,0.4452835892332928,0.6483672641282845,199
checkpoints/llama3.1-8b-hard-panel,Finland,0.4442508581758716,0.6684622446752089,115
checkpoints/llama3.1-8b-hard-panel,Denmark,0.4429872672348732,0.6660334539475272,175
checkpoints/llama3.1-8b-hard-panel,Switzerland,0.44165765225404074,0.6719433611248626,115
checkpoints/llama3.1-8b-hard-panel,Azerbaijan,0.4389614250555048,0.666990321626466,115
checkpoints/llama3.1-8b-hard-panel,Tanzania (Non-national sample),0.43440968374499267,0.6849690479819951,1
checkpoints/llama3.1-8b-hard-panel,Macau SAR,0.43271203070239644,0.6703099543082703,198
checkpoints/llama3.1-8b-hard-panel,Iceland,0.4318066677916547,0.6854929053896243,114
checkpoints/llama3.1-8b-hard-panel,Taiwan ROC,0.4306569116249912,0.6698786536489071,199
checkpoints/llama3.1-8b-hard-panel,Norway,0.4278453582846643,0.6870979087335333,115
checkpoints/llama3.1-8b-hard-panel,South Korea,0.4111754627143703,0.6954520583722977,199
checkpoints/llama3.1-8b-us-rep,Poland (Non-national sample),0.7382307791133396,0.3203740708886288,8
checkpoints/llama3.1-8b-us-rep,Russia (Non-national sample),0.6912450554699352,0.3915393425482595,22
checkpoints/llama3.1-8b-us-rep,India (Old national sample),0.6887359724912469,0.37769800359426486,83
checkpoints/llama3.1-8b-us-rep,Nigeria (Non-national sample),0.6690709877991249,0.4141903099990213,219
checkpoints/llama3.1-8b-us-rep,Egypt (Non-national sample),0.6672881707856622,0.4160629461200754,55
checkpoints/llama3.1-8b-us-rep,China (Non-national sample),0.6652317597188374,0.40567288033909205,226
checkpoints/llama3.1-8b-us-rep,India (Non-national sample),0.6621955622753568,0.41906938809769395,252
checkpoints/llama3.1-8b-us-rep,Venezuela (Non-national sample),0.6505299857939209,0.43261365594951223,125
checkpoints/llama3.1-8b-us-rep,Bolivia (Non-national sample),0.6466863431731349,0.433061647955741,125
checkpoints/llama3.1-8b-us-rep,Brazil (Non-national sample),0.6427848095432076,0.43658582549784136,185
checkpoints/llama3.1-8b-us-rep,Pakistan (Non-national sample),0.63825170242694,0.4543228037769727,24
checkpoints/llama3.1-8b-us-rep,Ethiopia (Non-national sample),0.6366010718862831,0.4361911167017504,75
checkpoints/llama3.1-8b-us-rep,Czech Rep.,0.6355000793316421,0.44467303364715277,239
checkpoints/llama3.1-8b-us-rep,Angola (Non-national sample),0.6352437327408519,0.46025590896203794,86
checkpoints/llama3.1-8b-us-rep,S. Africa (Non-national sample),0.6323549740920594,0.45000541868227645,73
checkpoints/llama3.1-8b-us-rep,Palest. ter.,0.6293130244863481,0.4494517208982613,234
checkpoints/llama3.1-8b-us-rep,Morocco (Non-national sample),0.6285942065536986,0.45323801961514537,77
checkpoints/llama3.1-8b-us-rep,Britain,0.6271585402401861,0.4536136575005697,647
checkpoints/llama3.1-8b-us-rep,Kuwait,0.6263833424992853,0.4636276939398419,95
checkpoints/llama3.1-8b-us-rep,Indonesia (Non-national sample),0.6224506231923139,0.4632619192587279,105
checkpoints/llama3.1-8b-us-rep,Israel,0.6185559944479714,0.46342935878218483,344
checkpoints/llama3.1-8b-us-rep,Senegal (Non-national sample),0.6160608190138559,0.47791370315638887,119
checkpoints/llama3.1-8b-us-rep,Guatemala (Non-national sample),0.6157846117054563,0.4819566301115984,87
checkpoints/llama3.1-8b-us-rep,Ivory Coast (Non-national sample),0.6157162136995619,0.48060564762735986,119
checkpoints/llama3.1-8b-us-rep,S. Africa,0.6149245564293344,0.4770162715481845,330
checkpoints/llama3.1-8b-us-rep,India (Current national sample),0.6124113725837316,0.4813858321643508,229
checkpoints/llama3.1-8b-us-rep,Ghana,0.6093544381727419,0.48757263413598045,243
checkpoints/llama3.1-8b-us-rep,Russia,0.6087236435831996,0.4759933286818947,712
checkpoints/llama3.1-8b-us-rep,Uzbekistan,0.6079987670984663,0.4907255420829122,89
checkpoints/llama3.1-8b-us-rep,Bangladesh (Non-national sample),0.6063715634746236,0.49124339747069995,124
checkpoints/llama3.1-8b-us-rep,Tanzania,0.6006696667627583,0.49692268032192555,245
checkpoints/llama3.1-8b-us-rep,Poland,0.6001649565065756,0.4866189652957143,578
checkpoints/llama3.1-8b-us-rep,Mali,0.598958221742273,0.4993484684029186,75
checkpoints/llama3.1-8b-us-rep,Honduras (Non-national sample),0.5975751363161187,0.5070308192363189,87
checkpoints/llama3.1-8b-us-rep,Mali (Non-national sample),0.5967069319519939,0.5043097377042411,87
checkpoints/llama3.1-8b-us-rep,Jordan,0.5943720401595592,0.4848422665845962,597
checkpoints/llama3.1-8b-us-rep,Uganda,0.5928223985633875,0.5035547731887224,215
checkpoints/llama3.1-8b-us-rep,Turkey,0.5923072154175056,0.500097952228515,662
checkpoints/llama3.1-8b-us-rep,France,0.587443617649053,0.49337608389029,758
checkpoints/llama3.1-8b-us-rep,UK,0.5872814314610023,0.49893506242812735,846
checkpoints/llama3.1-8b-us-rep,USA,0.5860344708263621,0.5011863570365697,846
checkpoints/llama3.1-8b-us-rep,United States,0.5860344708263621,0.5011863570365697,846
checkpoints/llama3.1-8b-us-rep,Egypt,0.5823713375215764,0.4961539013550822,421
checkpoints/llama3.1-8b-us-rep,Senegal,0.5801331961569812,0.5166305503268689,155
checkpoints/llama3.1-8b-us-rep,El Salvador,0.5799034700620073,0.5072120540980795,92
checkpoints/llama3.1-8b-us-rep,Honduras,0.5789046113235363,0.4941914953520846,2
checkpoints/llama3.1-8b-us-rep,S. Korea,0.5785242163127233,0.5088996514755076,467
checkpoints/llama3.1-8b-us-rep,Indonesia,0.5783395033292712,0.5080976498144943,594
checkpoints/llama3.1-8b-us-rep,Spain,0.5775532181106154,0.5066195314801409,670
checkpoints/llama3.1-8b-us-rep,Germany,0.5772877145406232,0.5105946630667525,844
checkpoints/llama3.1-8b-us-rep,Taiwan,0.5771271383565477,0.49740144055432794,49
checkpoints/llama3.1-8b-us-rep,Mexico,0.5767212653513973,0.5087199811058103,598
checkpoints/llama3.1-8b-us-rep,Pakistan,0.5741164412300248,0.5165972834337067,563
checkpoints/llama3.1-8b-us-rep,Argentina,0.5731635184053226,0.51214558601143,571
checkpoints/llama3.1-8b-us-rep,Italy,0.5710200889912709,0.5192210820694807,609
checkpoints/llama3.1-8b-us-rep,Japan,0.5671823139812499,0.5211026619232543,708
checkpoints/llama3.1-8b-us-rep,Lebanon,0.5669243535553767,0.5201812742672653,598
checkpoints/llama3.1-8b-us-rep,Burkina Faso,0.5621000357972327,0.5397318054032062,48
checkpoints/llama3.1-8b-us-rep,Kenya,0.561675025647521,0.5317602154616825,569
checkpoints/llama3.1-8b-us-rep,Bulgaria,0.5605925113275727,0.53593979268183,302
checkpoints/llama3.1-8b-us-rep,Ukraine,0.5601862381055392,0.5336694737439918,475
checkpoints/llama3.1-8b-us-rep,Ivory Coast,0.5597164625954891,0.5335557258927858,2
checkpoints/llama3.1-8b-us-rep,Vietnam (Non-national sample),0.5584285342109925,0.5378050655075187,68
checkpoints/llama3.1-8b-us-rep,Brazil,0.5534399568541956,0.5372304385879803,493
checkpoints/llama3.1-8b-us-rep,Lithuania,0.5522890186467209,0.538158202883085,237
checkpoints/llama3.1-8b-us-rep,Canada,0.5460198253713155,0.5438148285480587,663
checkpoints/llama3.1-8b-us-rep,Slovakia,0.5447340393372782,0.5463080041272247,386
checkpoints/llama3.1-8b-us-rep,Hungary,0.5421638456357762,0.551223823591363,302
checkpoints/llama3.1-8b-us-rep,Tunisia,0.541915241724429,0.5494518167162551,421
checkpoints/llama3.1-8b-us-rep,Nigeria,0.5412875148594138,0.5518945521964622,469
checkpoints/llama3.1-8b-us-rep,Chile,0.5393987820902562,0.5515272995509394,403
checkpoints/llama3.1-8b-us-rep,Peru,0.535322883982432,0.5616382832818125,417
checkpoints/llama3.1-8b-us-rep,Philippines,0.5205986335031322,0.5749222393150641,495
checkpoints/llama3.1-8b-us-rep,Australia,0.5180231203341489,0.574146459963241,538
checkpoints/llama3.1-8b-us-rep,Malaysia,0.5179096167701086,0.5714279046751128,376
checkpoints/llama3.1-8b-us-rep,Greece,0.5160390987635851,0.573798097388291,467
checkpoints/llama3.1-8b-us-rep,China,0.5145655509898088,0.5754237891944236,289
checkpoints/llama3.1-8b-us-rep,Venezuela,0.5076999953105213,0.5809421450076097,345
checkpoints/llama3.1-8b-us-rep,Netherlands,0.5067764060710501,0.5909499238392031,468
checkpoints/llama3.1-8b-us-rep,Belgium,0.5028242264189243,0.5795597537223863,103
checkpoints/llama3.1-8b-us-rep,Sweden,0.502480227052292,0.5939983174454316,411
checkpoints/llama3.1-8b-us-rep,Bolivia,0.4966105864394807,0.5924642775418235,253
checkpoints/llama3.1-8b-us-rep,Thailand,0.4925548853166409,0.6016165286200443,252
checkpoints/llama3.1-8b-us-rep,Kazakhstan,0.4896164942792796,0.6007414050100721,196
checkpoints/llama3.1-8b-us-rep,Colombia,0.48828815849397267,0.5997876703835322,280
checkpoints/llama3.1-8b-us-rep,Morocco,0.48756113546010466,0.6042260739208656,273
checkpoints/llama3.1-8b-us-rep,New Zealand,0.4837894545734614,0.6118250844422946,248
checkpoints/llama3.1-8b-us-rep,Romania,0.4823703716468508,0.6089544631375524,199
checkpoints/llama3.1-8b-us-rep,Serbia,0.48187777963166634,0.6175923060077649,199
checkpoints/llama3.1-8b-us-rep,North Macedonia,0.481272957507499,0.6172768669475115,115
checkpoints/llama3.1-8b-us-rep,Colombia (Non-national sample),0.4790540951679194,0.631728633315147,1
checkpoints/llama3.1-8b-us-rep,Bangladesh,0.4786718980957176,0.6163434801285192,255
checkpoints/llama3.1-8b-us-rep,Jordan (Non-national sample),0.4783047186624605,0.6320590929907339,1
checkpoints/llama3.1-8b-us-rep,Iraq,0.47785854879247974,0.6054836375223325,189
checkpoints/llama3.1-8b-us-rep,Albania,0.47762193184542634,0.6216316668222609,115
checkpoints/llama3.1-8b-us-rep,Uruguay,0.47735252656293975,0.6192301949351787,199
checkpoints/llama3.1-8b-us-rep,Angola,0.476394194924333,0.6747648057116383,2
checkpoints/llama3.1-8b-us-rep,Cyprus,0.4755820525399041,0.6210076583179232,199
checkpoints/llama3.1-8b-us-rep,Ethiopia,0.47503602539290973,0.6227519943803573,232
checkpoints/llama3.1-8b-us-rep,Armenia,0.4749400834315294,0.617962950327933,199
checkpoints/llama3.1-8b-us-rep,Vietnam,0.47439024240323274,0.6314100412895145,317
checkpoints/llama3.1-8b-us-rep,Belarus,0.47330301221973015,0.6265268757403255,115
checkpoints/llama3.1-8b-us-rep,Iran,0.4724825703238154,0.61844643705264,194
checkpoints/llama3.1-8b-us-rep,Czechia,0.4705556956114183,0.6321235334383128,199
checkpoints/llama3.1-8b-us-rep,Montenegro,0.46954339683312846,0.6314322951582333,115
checkpoints/llama3.1-8b-us-rep,Nicaragua,0.46811773922705596,0.6234966105798964,250
checkpoints/llama3.1-8b-us-rep,Libya,0.46629033550478094,0.6273599367760141,199
checkpoints/llama3.1-8b-us-rep,Kyrgyzstan,0.46540870270640156,0.6329037382170628,195
checkpoints/llama3.1-8b-us-rep,Andorra,0.4653939541790012,0.6325858119227981,198
checkpoints/llama3.1-8b-us-rep,Singapore,0.46504246383636344,0.6261942069473133,245
checkpoints/llama3.1-8b-us-rep,Estonia,0.4643475644345717,0.6376250954774646,115
checkpoints/llama3.1-8b-us-rep,Zimbabwe,0.46286731428523303,0.6330384487487292,199
checkpoints/llama3.1-8b-us-rep,Puerto Rico,0.46261372172690424,0.6269822201238628,199
checkpoints/llama3.1-8b-us-rep,Ecuador,0.461373732398796,0.633279372859103,199
checkpoints/llama3.1-8b-us-rep,Philippines (Non-national sample),0.4602572347189221,0.6378537864439751,1
checkpoints/llama3.1-8b-us-rep,Guatemala,0.46011899158219743,0.62689020220389,201
checkpoints/llama3.1-8b-us-rep,Georgia,0.4592304224148655,0.6403889168608728,115
checkpoints/llama3.1-8b-us-rep,Austria,0.4579131393879633,0.650547964478946,115
checkpoints/llama3.1-8b-us-rep,Latvia,0.45781405225964894,0.6433241464027245,116
checkpoints/llama3.1-8b-us-rep,Great Britain,0.45763073105832935,0.6462865648810412,199
checkpoints/llama3.1-8b-us-rep,Croatia,0.4574625434346675,0.6466160331075607,115
checkpoints/llama3.1-8b-us-rep,Maldives,0.4564404614475179,0.6454055880200458,199
checkpoints/llama3.1-8b-us-rep,Bosnia Herzegovina,0.45638211379570776,0.6443447646256059,115
checkpoints/llama3.1-8b-us-rep,Tajikistan,0.4559601264986717,0.6282772828832757,190
checkpoints/llama3.1-8b-us-rep,Northern Ireland,0.45501264638254213,0.6461951928180167,198
checkpoints/llama3.1-8b-us-rep,Portugal,0.4506308187753362,0.6528185889912578,115
checkpoints/llama3.1-8b-us-rep,Myanmar,0.4504167796636267,0.6395940290000923,196
checkpoints/llama3.1-8b-us-rep,Hong Kong SAR,0.44849735526479373,0.6528841900157033,199
checkpoints/llama3.1-8b-us-rep,Slovenia,0.44814187018588436,0.6622800783357086,115
checkpoints/llama3.1-8b-us-rep,Mongolia,0.4465841837471303,0.6460400351988532,199
checkpoints/llama3.1-8b-us-rep,Finland,0.4454016530267583,0.6678515678714788,115
checkpoints/llama3.1-8b-us-rep,Switzerland,0.44174490653815235,0.6744093144979917,115
checkpoints/llama3.1-8b-us-rep,Denmark,0.44104132990303013,0.6696861144347579,175
checkpoints/llama3.1-8b-us-rep,Tanzania (Non-national sample),0.43867897748723783,0.6769547639684133,1
checkpoints/llama3.1-8b-us-rep,Azerbaijan,0.43846466813472773,0.6688310877519177,115
checkpoints/llama3.1-8b-us-rep,Macau SAR,0.43403816241147275,0.6699385529700228,198
checkpoints/llama3.1-8b-us-rep,Taiwan ROC,0.43274732848056574,0.6665525024104842,199
checkpoints/llama3.1-8b-us-rep,Iceland,0.4315646510111701,0.6877034743479908,114
checkpoints/llama3.1-8b-us-rep,Norway,0.4286288187487442,0.6852784738297244,115
checkpoints/llama3.1-8b-us-rep,South Korea,0.4129583643125603,0.6931917110747631,199
checkpoints/llama3.1-8b-uk-rep,Poland (Non-national sample),0.7416331784568292,0.3176856681534872,8
checkpoints/llama3.1-8b-uk-rep,Russia (Non-national sample),0.7002292342995183,0.37987355479648566,22
checkpoints/llama3.1-8b-uk-rep,India (Old national sample),0.691877528080469,0.37188550142765237,83
checkpoints/llama3.1-8b-uk-rep,Egypt (Non-national sample),0.6761105971311586,0.4019824981394807,55
checkpoints/llama3.1-8b-uk-rep,Nigeria (Non-national sample),0.6756552356144978,0.4039771170471138,219
checkpoints/llama3.1-8b-uk-rep,India (Non-national sample),0.6689783614879721,0.4091375090230562,252
checkpoints/llama3.1-8b-uk-rep,China (Non-national sample),0.6683567596980927,0.40039480097240987,226
checkpoints/llama3.1-8b-uk-rep,Venezuela (Non-national sample),0.6570942847000786,0.4218217781482769,125
checkpoints/llama3.1-8b-uk-rep,Bolivia (Non-national sample),0.6513919801365813,0.4255694761710362,125
checkpoints/llama3.1-8b-uk-rep,Pakistan (Non-national sample),0.6509977063209997,0.4357275690627557,24
checkpoints/llama3.1-8b-uk-rep,Brazil (Non-national sample),0.6491813836746443,0.4266243518938345,185
checkpoints/llama3.1-8b-uk-rep,Angola (Non-national sample),0.6409053207113327,0.45046749970879774,86
checkpoints/llama3.1-8b-uk-rep,Czech Rep.,0.6394958864352177,0.4383761663055163,239
checkpoints/llama3.1-8b-uk-rep,Ethiopia (Non-national sample),0.6394472611337169,0.43162473712899396,75
checkpoints/llama3.1-8b-uk-rep,S. Africa (Non-national sample),0.6377419931861964,0.4407594529309107,73
checkpoints/llama3.1-8b-uk-rep,Morocco (Non-national sample),0.6364970092847566,0.4418325545924561,77
checkpoints/llama3.1-8b-uk-rep,Kuwait,0.635404419059891,0.4501448189954221,95
checkpoints/llama3.1-8b-uk-rep,Palest. ter.,0.6350150484877063,0.44168486575509547,234
checkpoints/llama3.1-8b-uk-rep,Britain,0.631778760038977,0.44616956956023907,647
checkpoints/llama3.1-8b-uk-rep,Indonesia (Non-national sample),0.6278532043186691,0.45414601514267233,105
checkpoints/llama3.1-8b-uk-rep,Guatemala (Non-national sample),0.6232172927600982,0.47012199656546794,87
checkpoints/llama3.1-8b-uk-rep,Israel,0.6226470236331898,0.45719350077397464,344
checkpoints/llama3.1-8b-uk-rep,Senegal (Non-national sample),0.6224274079403211,0.4681380379323527,119
checkpoints/llama3.1-8b-uk-rep,S. Africa,0.6218604534280975,0.46637825879288985,330
checkpoints/llama3.1-8b-uk-rep,Ivory Coast (Non-national sample),0.6217970370284571,0.47111803973127614,119
checkpoints/llama3.1-8b-uk-rep,India (Current national sample),0.6207345900529971,0.47031484014968605,229
checkpoints/llama3.1-8b-uk-rep,Ghana,0.616374123084375,0.4771065183346351,243
checkpoints/llama3.1-8b-uk-rep,Uzbekistan,0.6148389336818014,0.47908067946389843,89
