model,top3_win_rate
checkpoints/community-alignment/llama3.1-8b-soft-us,0.22806666666666667
checkpoints/community-alignment/llama3.1-8b-full-us,0.21673333333333333
checkpoints/community-alignment/llama3.1-8b-full-global,0.20266666666666666
checkpoints/community-alignment/llama3.1-8b-hard-us,0.18586666666666668
meta-llama/Llama-3.1-8B,0.16666666666666666
