step,layer,numel,l1,l2,l1_over_l2,l1_over_sqrt_d_l2
1,model.embed_tokens,525336576,145.0,0.17617131505906805,823.0624829665562,0.035909882695777544
1,model.layers.0,218112000,1172.490234375,0.360125128666311,3255.785672933198,0.22045300733819778
1,model.layers.1,218112000,1326.16015625,0.5530684126350454,2397.8229925148457,0.16235936356595077
1,model.layers.2,218112000,1248.400390625,0.17126139048481506,7289.444439817798,0.49357670007030285
1,model.layers.3,218112000,1261.244140625,0.1628707440971384,7743.834828143084,0.5243439979439477
1,model.layers.4,218112000,1250.416015625,0.14912247244551055,8385.16150596888,0.5677689678331782
1,model.layers.5,218112000,1246.125,0.14452204005583832,8622.387280988702,0.5838317989820538
1,model.layers.6,218112000,1276.37451171875,0.144737195449581,8818.566006851868,0.5971152870359059
1,model.layers.7,218112000,1285.423828125,0.1478586139878619,8693.601227930649,0.5886537775595414
1,model.layers.8,218112000,1305.67431640625,0.1530569911677176,8530.641471813015,0.577619584304779
1,model.layers.9,218112000,1218.2421875,0.14978277800027218,8133.392929177654,0.5507214267839297
1,model.layers.10,218112000,1174.708984375,0.14316210167913399,8205.44662726347,0.5556002658810212
1,model.layers.11,218112000,1209.21044921875,0.15125032590754617,7994.762602745705,0.5413346073061397
1,model.layers.12,218112000,1190.091796875,0.14234874008406256,8360.395716689896,0.5660920476442833
1,model.layers.13,218112000,1196.95166015625,0.15017822842935552,7970.207617140065,0.5396719608773799
1,model.layers.14,218112000,1203.007568359375,0.13964794240755327,8614.57424734893,0.5833027694526712
1,model.layers.15,218112000,1161.56982421875,0.13577297136620298,8555.236086612535,0.5792849140720158
1,model.layers.16,218112000,1111.051025390625,0.12481034550129848,8901.914508193282,0.6027589103034328
1,model.layers.17,218112000,1056.29296875,0.11610256444422017,9097.929695234949,0.6160313249548445
1,model.layers.18,218112000,958.651123046875,0.1016198415387481,9433.700235414528,0.6387667359413642
1,model.layers.19,218112000,904.333984375,0.09823358935469788,9205.954809506831,0.623345830177737
1,model.layers.20,218112000,845.071533203125,0.0888934798386287,9506.56375177585,0.6437004087689795
1,model.layers.21,218112000,820.872314453125,0.088588049472621,9266.174380629338,0.6274233668733922
1,model.layers.22,218112000,751.113525390625,0.08006148063732178,9381.709149162087,0.6352463594576123
1,model.layers.23,218112000,689.603759765625,0.07270230732505845,9485.307758973118,0.6422611409522194
1,model.layers.24,218112000,628.1834716796875,0.06530385740837602,9619.393043681295,0.6513402104067777
1,model.layers.25,218112000,622.9027099609375,0.06603452682389478,9432.985135520625,0.6387183157018294
1,model.layers.26,218112000,604.18701171875,0.0640151887833732,9438.18214398013,0.6390702111455572
1,model.layers.27,218112000,588.20703125,0.06432641426460876,9144.097925781958,0.619157429155187
1,model.layers.28,218112000,596.087158203125,0.06568442170797925,9075.01569935742,0.6144797918354099
1,model.layers.29,218112000,602.5518798828125,0.08007744871711477,7524.613852414487,0.5095002925450466
1,model.layers.30,218112000,704.729248046875,0.0940459460866686,7493.456947069549,0.5073906225075667
1,model.layers.31,218112000,1145.751708984375,0.21130099803068933,5422.367710813965,0.3671547788542051
1,model.norm,4096,0.06396484375,0.0014549199548283163,43.964510581991426,0.686945477843616
1,lm_head,525336576,470.0,0.24935390012673034,1884.8712603297147,0.08223616949605601
1,__whole_model__,8030261248,32970.74548339844,0.9990639481225022,33001.63672741764,0.36827364663372375
2,model.embed_tokens,525336576,149.0,0.18263465879370056,815.8363860624428,0.03559461101526094
2,model.layers.0,218112000,1175.26953125,0.3455779164971255,3400.8814659306386,0.23027761102274835
2,model.layers.1,218112000,1262.7353515625,0.5662345839875093,2230.0569185833324,0.15099972898220235
2,model.layers.2,218112000,1209.27880859375,0.1697268297394265,7124.853568821724,0.48243206214368883
2,model.layers.3,218112000,1264.06884765625,0.16359572570554648,7726.7840721671955,0.523189471568479
2,model.layers.4,218112000,1260.53369140625,0.15407394957596315,8181.355088744373,0.553968999989629
2,model.layers.5,218112000,1267.6279296875,0.1455605547832514,8708.595069420255,0.5896690278800449
2,model.layers.6,218112000,1294.0048828125,0.14644302482410734,8836.23432639915,0.5983116293538882
2,model.layers.7,218112000,1288.05322265625,0.14736073070613512,8740.817288866932,0.5918508315654611
2,model.layers.8,218112000,1296.98046875,0.15157192452029292,8556.864820808923,0.5793951975451368
2,model.layers.9,218112000,1180.04833984375,0.14706976268978383,8023.731855288577,0.5432961488463303
2,model.layers.10,218112000,1109.19775390625,0.13585739800423785,8164.426598775654,0.5528227523866852
2,model.layers.11,218112000,1148.384765625,0.14309563739197192,8025.2954356624405,0.5434020206788955
2,model.layers.12,218112000,1129.77001953125,0.13487114461573965,8376.662204136172,0.5671934702920247
2,model.layers.13,218112000,1136.8193359375,0.14217149379177854,7996.113043606775,0.5414260472161835
2,model.layers.14,218112000,1148.998291015625,0.13325476459134705,8622.56816511787,0.5838440468553049
2,model.layers.15,218112000,1130.935546875,0.1329764258528034,8504.782254614627,0.5758686268488908
2,model.layers.16,218112000,1101.868408203125,0.12372703668631567,8905.639686471151,0.6030111464260542
2,model.layers.17,218112000,1055.415283203125,0.11537437489143998,9147.744325342645,0.619404331079903
2,model.layers.18,218112000,965.52783203125,0.10141592712124708,9520.47532807071,0.6446423776634657
2,model.layers.19,218112000,913.3994140625,0.09859593846549425,9264.06734677173,0.6272806971779221
2,model.layers.20,218112000,862.508056640625,0.09042320047888121,9538.57032346547,0.6458676106957592
