clause_id,entropy,entropy_normalized,variance
1,1.0927985030249268,0.9947080642523749,0.0012574074074074078
2,1.0974451442998816,0.9989376194129022,0.0002574074074074074
3,1.0904686577803648,0.9925873477188046,0.001757407407407406
4,1.0968934914114938,0.9984354833144096,0.00038518518518518464
5,1.0900419377216757,0.9921989303825972,0.0018462962962962962
6,1.0948565084728934,0.9965813415397259,0.0008462962962962969
7,1.0680360532625695,0.9721683111313009,0.006412962962962964
8,1.091914982462183,0.9939038491786341,0.0015240740740740727
9,1.079941884484342,0.9830054657349567,0.00423888888888889
10,1.0929790101796133,0.9948723689452573,0.0012240740740740743
11,1.0675556397363355,0.9717310198947205,0.0064240740740740725
12,1.094280092586208,0.9960566651888139,0.0009722222222222224
13,1.0914079626556499,0.9934423398620509,0.0015796296296296303
14,1.07638426240463,0.9797671785644891,0.004768518518518518
15,1.0922746399081982,0.9942312234941455,0.0013722222222222217
16,1.0893225573289984,0.9915441221303162,0.002005555555555555
17,1.0967011193968583,0.998260378760583,0.0004222222222222229
18,1.0750543172806597,0.9785566103433903,0.005251851851851854
19,1.0708203683632587,0.9747027039552376,0.00585
20,1.0979153802839456,0.9993656466513686,0.00015555555555555524
21,1.0818703990215728,0.9847608753158643,0.0036351851851851853
22,1.083491025247738,0.9862360328786202,0.003479629629629631
23,1.098138343285328,0.9995685963213133,0.00010555555555555574
24,1.0844083766608734,0.9870710421194575,0.0032351851851851864
25,1.094146577495244,0.9959351345156717,0.001012962962962964
26,1.0938784417852683,0.9956910668743925,0.0010685185185185188
27,1.0871491727471891,0.9895658222294074,0.0025018518518518536
28,1.0929629798656932,0.9948577775247122,0.0012518518518518519
29,1.0868562924861742,0.9892992311271269,0.0026166666666666664
30,1.0944615216161089,0.9962218090086785,0.0009407407407407401
31,1.0732938726589971,0.9769541845924488,0.005512962962962965
32,1.060465801779042,0.9652775712755642,0.007816666666666664
33,0.9918027226339002,0.902777743216673,0.02069074074074074
34,1.0778059939373583,0.9810612943753108,0.004372222222222223
35,1.0961246390823378,0.9977356437649284,0.000557407407407407
36,1.0603956233335838,0.9652136921016444,0.007835185185185186
37,1.0942157559235195,0.9959981034347246,0.0009555555555555555
38,1.0896475256411409,0.9918399210354389,0.0019685185185185183
39,1.0829146970516637,0.9857114363471422,0.0033499999999999975
40,1.0737591996440532,0.9773777434674548,0.005279629629629631
41,1.096981608102096,0.9985156905827162,0.0003574074074074076
42,1.0975734129835761,0.9990543746003486,0.00022962962962962913
43,1.0930813631979337,0.9949655346774963,0.0012166666666666671
44,1.092962979865693,0.9948577775247119,0.0012518518518518519
45,1.0960442730695954,0.9976624914676426,0.0005685185185185189
46,1.08815984247296,0.9904857734589682,0.002272222222222222
47,1.0947252006177663,0.996461819979225,0.0008685185185185181
48,1.0973722190089494,0.9988712399524825,0.0002722222222222218
49,1.0964271651007165,0.9980110148139318,0.00047962962962962917
50,1.098107578896884,0.9995405933681684,0.00011296296296296288
51,1.0762792501916043,0.9796715923289182,0.005172222222222221
52,1.0868522164489902,0.9892955209581928,0.002696296296296297
53,1.0928059145937081,0.9947148105530105,0.0012740740740740742
54,1.0891345095619795,0.991372953676296,0.0020351851851851837
55,1.0721119708931883,0.9758783712431901,0.005612962962962962
56,1.0044468882564952,0.9142869587543254,0.01814074074074074
57,1.0886626071944172,0.9909434096302027,0.0022055555555555552
58,1.0963015120649877,0.9978966404918668,0.0005166666666666667
59,1.0955269814149944,0.997191632312018,0.0006722222222222221
60,1.0945204216180797,0.9962754221009208,0.00089074074074074
61,1.0020725289565917,0.9121257237814471,0.01861296296296296
62,1.098478946441465,0.9998786266747421,2.9629629629629765e-05
63,1.0341072538537706,0.9412849869970586,0.012807407407407406
64,1.0910371923007018,0.9931048501409069,0.001646296296296297
65,1.0892004582957313,0.9914329828007032,0.0020351851851851854
66,1.0969175030683513,0.9984573396663776,0.00037222222222222284
67,1.0885592141586629,0.9908492972332991,0.002190740740740741
68,1.0796715981719849,0.9827594405310289,0.0043166666666666674
69,1.089855327211247,0.9920290701759042,0.0019055555555555544
70,1.0881549198943157,0.99048129273479,0.0022388888888888892
71,1.0847163358540621,0.9873513586572983,0.003001851851851851
72,1.0931655150286446,0.9950421329748017,0.001179629629629631
73,1.0953208907705518,0.9970040405232057,0.0007388888888888889
74,0.9914111413623425,0.9024213105828888,0.02033888888888889
75,1.082356642769279,0.9852034734487286,0.00353888888888889
