step,layer,numel,l1,l2,l1_over_l2,l1_over_sqrt_d_l2
1,model.embed_tokens,525336576,154.0,0.19228897129689487,800.8779648741447,0.034941981158716204
1,model.layers.0,218112000,1279.52734375,0.3426689015409458,3734.0048600736773,0.2528337806945004
1,model.layers.1,218112000,1423.998046875,0.5699718417726132,2498.365607757682,0.16916722013961819
1,model.layers.2,218112000,1356.501953125,0.19222824796928778,7056.725364014802,0.47781902272924
1,model.layers.3,218112000,1357.35498046875,0.18575606261323063,7307.190739152065,0.4947783224897044
1,model.layers.4,218112000,1306.724609375,0.1663791072315413,7853.8984318295325,0.5317965316389245
1,model.layers.5,218112000,1253.1767578125,0.14982462192093535,8364.291140836784,0.5663558113112772
1,model.layers.6,218112000,1257.552734375,0.14375594981069462,8747.830862173088,0.5923257287125256
1,model.layers.7,218112000,1246.99609375,0.14578149944488558,8553.87067973904,0.5791924607959895
1,model.layers.8,218112000,1270.2294921875,0.14991500133339808,8472.997904743494,0.5737164718180383
1,model.layers.9,218112000,1136.67236328125,0.14449704933029592,7866.405359482521,0.5326433901519353
1,model.layers.10,218112000,1072.445068359375,0.1304192741385757,8223.056564629083,0.5567926550740694
1,model.layers.11,218112000,1114.06884765625,0.1385545361028435,8040.65228748138,0.5444418508479626
1,model.layers.12,218112000,1086.513427734375,0.12967726155437675,8378.596329926153,0.5673244321825806
1,model.layers.13,218112000,1087.869140625,0.13441302225659993,8093.480247384167,0.5480188930129092
1,model.layers.14,218112000,1090.487060546875,0.12598772637728534,8655.502340611187,0.586074057906728
1,model.layers.15,218112000,1051.23388671875,0.12125338214900079,8669.72836623191,0.5870373185281598
1,model.layers.16,218112000,1013.84912109375,0.11476441446543313,8834.176742121748,0.5981723079465928
1,model.layers.17,218112000,964.53173828125,0.10558487052895676,9135.132083310422,0.6185503416086686
1,model.layers.18,218112000,873.539794921875,0.09230950101030051,9463.16235448396,0.6407616500431765
1,model.layers.19,218112000,834.759033203125,0.08951889808773551,9324.947592462499,0.6314029689114686
1,model.layers.20,218112000,792.9052734375,0.08342696804686435,9504.184222445823,0.6435392880904243
1,model.layers.21,218112000,788.744140625,0.08473739443930116,9308.099993444936,0.6302621985282315
1,model.layers.22,218112000,732.546142578125,0.07730491729594116,9476.06139689366,0.6416350590991353
1,model.layers.23,218112000,684.3486328125,0.07035277752526085,9727.386137196614,0.6586525474672694
1,model.layers.24,218112000,639.3404541015625,0.06568075090574746,9734.061277999432,0.659104528958748
1,model.layers.25,218112000,633.9033203125,0.06638185638987493,9549.346083204564,0.6465972498303577
1,model.layers.26,218112000,622.902587890625,0.0644712583220908,9661.709792892161,0.6542055263585821
1,model.layers.27,218112000,610.806396484375,0.06563405434471957,9306.242050450384,0.6301363950627219
1,model.layers.28,218112000,623.8341064453125,0.06626402036247614,9414.37152519312,0.6374579666536001
1,model.layers.29,218112000,633.618896484375,0.0788367119016072,8037.104557013594,0.544201629921459
1,model.layers.30,218112000,730.359130859375,0.09465980137657229,7715.620783461039,0.5224335924000447
1,model.layers.31,218112000,1167.474365234375,0.21081731308404736,5537.848614781146,0.374974124206494
1,model.norm,4096,0.06494140625,0.001435615177206292,45.23594294703405,0.706811608547407
1,lm_head,525336576,500.0,0.25213152461576577,1983.091962665009,0.08652149894813435
1,__whole_model__,8030261248,32392.8798828125,0.9992375862078047,32417.59550473512,0.3617561822837506
2,model.embed_tokens,525336576,152.0,0.18690689974048305,813.2391057315131,0.03548129272662315
2,model.layers.0,218112000,1173.0546875,0.3467586682995061,3382.913809343612,0.22906100024816334
2,model.layers.1,218112000,1234.98828125,0.5601411357548209,2204.780549790876,0.14928823686488918
2,model.layers.2,218112000,1191.0126953125,0.17358016576635554,6861.456146525642,0.4645971185375923
2,model.layers.3,218112000,1205.185546875,0.1589907909398515,7580.22234967646,0.513265608105243
2,model.layers.4,218112000,1192.03662109375,0.1475447409154593,8079.1535753671305,0.5470488175077675
2,model.layers.5,218112000,1201.31103515625,0.14290157341413826,8406.562688255159,0.5692180665975181
2,model.layers.6,218112000,1245.6083984375,0.14331466313473842,8691.423272344655,0.5885063056719497
2,model.layers.7,218112000,1267.306640625,0.15096374111010719,8394.775005613268,0.5684199089947137
2,model.layers.8,218112000,1324.25341796875,0.16173772546333595,8187.659460247218,0.5543958762636829
2,model.layers.9,218112000,1183.134765625,0.1592542538206979,7429.219234275994,0.5030410127996561
2,model.layers.10,218112000,1106.712890625,0.1374256666013485,8053.174621560397,0.5452897525478695
2,model.layers.11,218112000,1143.878173828125,0.14295098899367267,8001.89059117846,0.54181725163354
2,model.layers.12,218112000,1116.3916015625,0.13555415420407646,8235.760889199863,0.5576528795603162
2,model.layers.13,218112000,1115.3212890625,0.14043152573143025,7942.10048814472,0.537768794718078
2,model.layers.14,218112000,1131.18603515625,0.13424723874269565,8426.140051374408,0.5705436724601124
2,model.layers.15,218112000,1083.060546875,0.13051598657539595,8298.297973247452,0.5618873377321382
2,model.layers.16,218112000,1040.97998046875,0.11780676155823787,8836.334745982645,0.5983184288798403
2,model.layers.17,218112000,988.971923828125,0.10975155050747101,9011.00639813561,0.6101456481387668
2,model.layers.18,218112000,888.45458984375,0.09539511194970478,9313.418388902048,0.6306223132257319
2,model.layers.19,218112000,839.322509765625,0.09205619285530049,9117.501861986873,0.617356578965407
2,model.layers.20,218112000,789.712890625,0.08413263627222274,9386.52258642859,0.6355722828529563
2,model.layers.21,218112000,782.08544921875,0.08566534057686771,9129.543453072283,0.6181719290021075
2,model.layers.22,218112000,715.830078125,0.07711386388439109,9282.767612295638,0.6285469137495597
2,model.layers.23,218112000,664.069091796875,0.06986612131399147,9504.879894683487,0.6435863928609222
2,model.layers.24,218112000,609.806640625,0.06421230524377791,9496.725562334323,0.6430342536018326
2,model.layers.25,218112000,602.4945068359375,0.06601598432793213,9126.494332691713,0.6179654695403496
2,model.layers.26,218112000,590.89892578125,0.06367407567192812,9280.05502311137,0.6283632412036927
2,model.layers.27,218112000,585.1807861328125,0.06594847083308762,8873.303334263454,0.6008216146796013
2,model.layers.28,218112000,613.7109375,0.06679621481508066,9187.810105692422,0.6221172313309513
2,model.layers.29,218112000,623.5213623046875,0.08363870675167794,7454.937869327811,0.5047824512760711
2,model.layers.30,218112000,741.80029296875,0.09866455849791667,7518.406855126335,0.5090800095915068
2,model.layers.31,218112000,1219.2265625,0.22924032344448644,5318.551920448898,0.36012529181350816
2,model.norm,4096,0.0732421875,0.0019898784262877716,36.80736799415297,0.5751151249086401
2,lm_head,525336576,536.0,0.2631073453784026,2037.1913191139593,0.08888183195346924
2,__whole_model__,8030261248,31898.582397460938,1.0012274324154347,31859.477042600054,0.35552799660308937
3,model.embed_tokens,525336576,146.0,0.18904551674092968,772.3007798173824,0.03369517015177402
3,model.layers.0,218112000,1320.84375,0.34491824257729214,3829.4401018931735,0.25929581111623934
3,model.layers.1,218112000,1362.740234375,0.5645533758470613,2413.837721420639,0.16344373935221293
3,model.layers.2,218112000,1296.1787109375,0.18885441196456376,6863.375324166174,0.4647270682716884
3,model.layers.3,218112000,1305.9619140625,0.17794180612973404,7339.264124982229,0.49695004847909
3,model.layers.4,218112000,1281.61572265625,0.15774766686021824,8124.467056567641,0.5501170456428878
3,model.layers.5,218112000,1291.44873046875,0.15375388568945053,8399.45426210038,0.5687367468545479
3,model.layers.6,218112000,1344.75390625,0.15408227310103015,8727.505631801387,0.5909494838947128
3,model.layers.7,218112000,1370.88330078125,0.16060574129565844,8535.705446903026,0.5779624719054461
3,model.layers.8,218112000,1396.94091796875,0.16710395433104985,8359.71191442465,0.5660457466033237
3,model.layers.9,218112000,1228.06591796875,0.15508150768610204,7918.841751619144,0.5361939188112954
3,model.layers.10,218112000,1129.830078125,0.1382467048789935,8172.564251089626,0.5533737622213318
3,model.layers.11,218112000,1164.074951171875,0.1420069234934142,8197.311247474921,0.555049409921695
3,model.layers.12,218112000,1132.83154296875,0.13402896013370602,8452.140058675737,0.5723041629764396
3,model.layers.13,218112000,1130.81982421875,0.1391897300180133,8124.305033657329,0.5501060748845443
3,model.layers.14,218112000,1124.497314453125,0.13074755434545215,8600.52274080826,0.5823513257196652
3,model.layers.15,218112000,1078.052490234375,0.12518535058899224,8611.650525897636,0.5831048008972116
3,model.layers.16,218112000,1029.480224609375,0.11626752148273516,8854.409309501321,0.5995422784462116
3,model.layers.17,218112000,969.344970703125,0.10725781426989181,9037.523068146545,0.6119411224837469
3,model.layers.18,218112000,870.32421875,0.09290851590673274,9367.539781000105,0.6342869351781337
3,model.layers.19,218112000,815.10302734375,0.08870356181151778,9189.0676168757,0.6222023788652069
3,model.layers.20,218112000,770.65283203125,0.08225583803346678,9368.97429356565,0.6343840676803645
3,model.layers.21,218112000,751.5556640625,0.08254353571226201,9104.960886123696,0.6165074150087688
3,model.layers.22,218112000,679.979736328125,0.07406647137996608,9180.668710944556,0.6216336792464746
3,model.layers.23,218112000,634.251953125,0.06742954234929885,9406.143524442816,0.6369008392220049
3,model.layers.24,218112000,577.7744140625,0.062117966702449276,9301.244788485948,0.6297980246848204
3,model.layers.25,218112000,570.6778564453125,0.0618229662445141,9230.839138132618,0.6250307768026802
3,model.layers.26,218112000,560.61474609375,0.060428987658961326,9277.248681669973,0.6281732205842407
3,model.layers.27,218112000,552.703857421875,0.06175817886961973,8949.484384711395,0.6059799215709456
3,model.layers.28,218112000,575.8897705078125,0.06238053398422047,9231.882667972788,0.6251014354131118
3,model.layers.29,218112000,591.425048828125,0.07982075639950952,7409.414236417324,0.5016999935260081
3,model.layers.30,218112000,697.1015625,0.09196756293640304,7579.863380549252,0.5132413018911415
3,model.layers.31,218112000,1123.458251953125,0.20482095049939025,5485.07488718284,0.3714007541735052
3,model.norm,4096,0.064453125,0.0017462716840336988,36.90899050205078,0.5767029765945434
3,lm_head,525336576,432.0,0.2436591474236783,1772.9685282401144,0.077353898628611
3,__whole_model__,8030261248,32307.94189453125,1.0002494910866422,32299.883361532964,0.3604426025789564
4,model.embed_tokens,525336576,130.0,0.2114354367066693,614.8449002914913,0.026825433916007606
4,model.layers.0,218112000,1419.005859375,0.38126953064599955,3721.7919222937226,0.2520068285752598
4,model.layers.1,218112000,1568.765625,0.6339802793532674,2474.4706989944875,0.16754926827604472
4,model.layers.2,218112000,1439.5947265625,0.21179261643358271,6797.190340268311,0.4602456065888102
4,model.layers.3,218112000,1490.8779296875,0.20165581863498175,7393.180815606149,0.5006008098583111
4,model.layers.4,218112000,1431.66015625,0.18632171780386111,7683.807197167929,0.5202794577373012
4,model.layers.5,218112000,1350.2822265625,0.17037556087080563,7925.328137797931,0.5366331195092279
4,model.layers.6,218112000,1285.69921875,0.15827597285589415,8123.148419505172,0.5500277592047708
4,model.layers.7,218112000,1226.3203125,0.15346647263465868,7990.802756113189,0.5410664815182559
4,model.layers.8,218112000,1198.3623046875,0.15067583380357247,7953.248204683818,0.5385236194770996
4,model.layers.9,218112000,1032.16650390625,0.13944835414076245,7401.783335960758,0.501183296444768
4,model.layers.10,218112000,898.0068359375,0.11838380250181627,7585.554923560785,0.5136266828404216
4,model.layers.11,218112000,865.22265625,0.10955083163948605,7897.910433918994,0.5347766351206305
4,model.layers.12,218112000,805.34716796875,0.09777808852103527,8236.478950961426,0.5577015003513306
4,model.layers.13,218112000,789.07177734375,0.09813780067646756,8040.446921620909,0.5444279452884161
4,model.layers.14,218112000,791.815185546875,0.0922554789668574,8582.852687061904,0.5811548659770611
4,model.layers.15,218112000,772.0693359375,0.09031981753578337,8548.172007008512,0.5788065970852038
4,model.layers.16,218112000,748.154541015625,0.08322986981057544,8989.01491397698,0.6086565793530341
