clause_id,model,win_share
64,checkpoints/llama3.1-8b-soft-panel,0.08952380952380952
64,checkpoints/llama3.1-8b-us-rep,0.16476190476190475
64,meta-llama/Llama-3.1-8B,0.20476190476190476
65,checkpoints/llama3.1-8b-adversary-hard,0.18714285714285714
65,checkpoints/llama3.1-8b-adversary-soft,0.11833333333333333
65,checkpoints/llama3.1-8b-full-prism,0.09166666666666666
65,checkpoints/llama3.1-8b-hard-panel,0.1457142857142857
65,checkpoints/llama3.1-8b-soft-panel,0.09523809523809523
65,checkpoints/llama3.1-8b-us-rep,0.17261904761904762
65,meta-llama/Llama-3.1-8B,0.18928571428571428
66,checkpoints/llama3.1-8b-adversary-hard,0.1492857142857143
66,checkpoints/llama3.1-8b-adversary-soft,0.09238095238095238
66,checkpoints/llama3.1-8b-full-prism,0.11238095238095239
66,checkpoints/llama3.1-8b-hard-panel,0.14333333333333334
66,checkpoints/llama3.1-8b-soft-panel,0.08547619047619047
66,checkpoints/llama3.1-8b-us-rep,0.21047619047619048
66,meta-llama/Llama-3.1-8B,0.20666666666666667
67,checkpoints/llama3.1-8b-adversary-hard,0.09976190476190476
67,checkpoints/llama3.1-8b-adversary-soft,0.1569047619047619
67,checkpoints/llama3.1-8b-full-prism,0.15904761904761905
67,checkpoints/llama3.1-8b-hard-panel,0.16952380952380952
67,checkpoints/llama3.1-8b-soft-panel,0.18857142857142858
67,checkpoints/llama3.1-8b-us-rep,0.12071428571428572
67,meta-llama/Llama-3.1-8B,0.10547619047619047
68,checkpoints/llama3.1-8b-adversary-hard,0.135
68,checkpoints/llama3.1-8b-adversary-soft,0.13238095238095238
68,checkpoints/llama3.1-8b-full-prism,0.12785714285714286
68,checkpoints/llama3.1-8b-hard-panel,0.14476190476190476
68,checkpoints/llama3.1-8b-soft-panel,0.11261904761904762
68,checkpoints/llama3.1-8b-us-rep,0.16857142857142857
68,meta-llama/Llama-3.1-8B,0.1788095238095238
69,checkpoints/llama3.1-8b-adversary-hard,0.19095238095238096
69,checkpoints/llama3.1-8b-adversary-soft,0.10357142857142858
69,checkpoints/llama3.1-8b-full-prism,0.07476190476190477
69,checkpoints/llama3.1-8b-hard-panel,0.1926190476190476
69,checkpoints/llama3.1-8b-soft-panel,0.06571428571428571
69,checkpoints/llama3.1-8b-us-rep,0.15666666666666668
69,meta-llama/Llama-3.1-8B,0.21571428571428572
70,checkpoints/llama3.1-8b-adversary-hard,0.0769047619047619
70,checkpoints/llama3.1-8b-adversary-soft,0.18261904761904763
70,checkpoints/llama3.1-8b-full-prism,0.18738095238095237
70,checkpoints/llama3.1-8b-hard-panel,0.15857142857142856
70,checkpoints/llama3.1-8b-soft-panel,0.20404761904761906
70,checkpoints/llama3.1-8b-us-rep,0.12547619047619046
70,meta-llama/Llama-3.1-8B,0.065
71,checkpoints/llama3.1-8b-adversary-hard,0.1326190476190476
71,checkpoints/llama3.1-8b-adversary-soft,0.1311904761904762
71,checkpoints/llama3.1-8b-full-prism,0.14857142857142858
71,checkpoints/llama3.1-8b-hard-panel,0.14714285714285713
71,checkpoints/llama3.1-8b-soft-panel,0.15095238095238095
71,checkpoints/llama3.1-8b-us-rep,0.14214285714285715
71,meta-llama/Llama-3.1-8B,0.1473809523809524
72,checkpoints/llama3.1-8b-adversary-hard,0.1138095238095238
72,checkpoints/llama3.1-8b-adversary-soft,0.17666666666666667
72,checkpoints/llama3.1-8b-full-prism,0.15523809523809523
72,checkpoints/llama3.1-8b-hard-panel,0.15095238095238095
72,checkpoints/llama3.1-8b-soft-panel,0.1688095238095238
72,checkpoints/llama3.1-8b-us-rep,0.12547619047619046
72,meta-llama/Llama-3.1-8B,0.10904761904761905
73,checkpoints/llama3.1-8b-adversary-hard,0.1442857142857143
73,checkpoints/llama3.1-8b-adversary-soft,0.11714285714285715
73,checkpoints/llama3.1-8b-full-prism,0.11357142857142857
73,checkpoints/llama3.1-8b-hard-panel,0.16857142857142857
73,checkpoints/llama3.1-8b-soft-panel,0.12357142857142857
73,checkpoints/llama3.1-8b-us-rep,0.16428571428571428
73,meta-llama/Llama-3.1-8B,0.16857142857142857
74,checkpoints/llama3.1-8b-adversary-hard,0.20666666666666667
74,checkpoints/llama3.1-8b-adversary-soft,0.11476190476190476
74,checkpoints/llama3.1-8b-full-prism,0.13
74,checkpoints/llama3.1-8b-hard-panel,0.15333333333333332
74,checkpoints/llama3.1-8b-soft-panel,0.0988095238095238
74,checkpoints/llama3.1-8b-us-rep,0.16357142857142856
74,meta-llama/Llama-3.1-8B,0.13285714285714287
75,checkpoints/llama3.1-8b-adversary-hard,0.14166666666666666
75,checkpoints/llama3.1-8b-adversary-soft,0.1407142857142857
75,checkpoints/llama3.1-8b-full-prism,0.15119047619047618
75,checkpoints/llama3.1-8b-hard-panel,0.1630952380952381
75,checkpoints/llama3.1-8b-soft-panel,0.14333333333333334
75,checkpoints/llama3.1-8b-us-rep,0.16380952380952382
75,meta-llama/Llama-3.1-8B,0.09619047619047619
