clause_id,entropy,entropy_normalized,variance
1,1.556316599106547,0.9669938722599041,0.0043685
2,1.603397686219627,0.996246996440305,0.0004909
3,1.5620900441243257,0.9705811153422091,0.0034752000000000003
4,1.5939658743934273,0.9903866822564946,0.0012103000000000003
5,1.5055727937105512,0.9354649732548773,0.007597100000000001
6,1.6027889654279095,0.9958687769470181,0.0005241
7,1.5552289887515256,0.9663181019511404,0.0042051
8,1.5947510684073074,0.9908745507277255,0.0010754999999999996
9,1.6003389440333966,0.9943464930641888,0.0007172999999999998
10,1.6044292181239213,0.9968879232485558,0.00040729999999999987
11,1.5966445450607265,0.9920510339202677,0.0010633
12,1.4693039116476334,0.9129298497917641,0.0079829
13,1.6049965489813307,0.9972404257297179,0.00034589999999999984
14,1.5288848112838578,0.9499495441682403,0.0064093000000000015
15,1.5429535356709299,0.9586909341146189,0.0053063
16,1.55838388800992,0.9682783510753971,0.0034660000000000003
17,1.5019396959415465,0.9332076026903241,0.006488200000000001
18,1.6034731404876563,0.9962938788129932,0.00048369999999999956
19,1.5486016419752195,0.9622002998755805,0.004773299999999999
20,1.5823285846562842,0.9831560275992156,0.0022265
21,1.5400243194310506,0.9568709097339025,0.0045812000000000005
22,1.561436653580948,0.9701751409716977,0.003998299999999999
23,1.5001649492309452,0.9321048905590328,0.0069906
24,1.5290266151794534,0.9500376518824305,0.006412100000000001
25,1.5629328580125268,0.9711047850542804,0.0033705
26,1.5280599914981985,0.9494370548206942,0.0056051
27,1.593049797926109,0.9898174919446218,0.0013493000000000005
28,1.4875095501418825,0.9242416489942042,0.0091201
29,1.606256902974381,0.9980235276955118,0.0002474999999999998
30,1.5777363379445115,0.9803027042890747,0.0027827
31,1.5779062531906318,0.9804082785674035,0.0025981999999999997
32,1.599317804242909,0.99371202323929,0.0007980999999999998
33,1.570824468915937,0.9760081185985208,0.003144899999999999
34,1.531030725263971,0.9512828754906445,0.005754499999999999
35,1.5807965446628185,0.9822041176301328,0.0021999000000000003
36,1.5844957825239743,0.9845025833445146,0.0020290000000000004
37,1.5679033393788933,0.9741931187687816,0.0035921999999999994
38,1.5969297840299694,0.9922282628565562,0.0009953
39,1.5457395977736097,0.9604220118288666,0.0041961
40,1.5859337137355176,0.98539602023974,0.0019427000000000008
41,1.581705873760713,0.9827691155656663,0.0024156999999999994
42,1.506498030059805,0.9360398549213931,0.0065652
43,1.5953005797779087,0.9912159813392177,0.0011983000000000004
44,1.586711366510464,0.9858792030757714,0.0016576
45,1.5109389479923507,0.938799152374396,0.007719700000000001
46,1.5272051590628308,0.9489059175654055,0.0060073
47,1.585299604840326,0.9850020262308425,0.0018654000000000001
48,1.505404660350862,0.9353605061248376,0.0073346999999999996
49,1.5966638963178794,0.9920630575323645,0.0009807000000000004
50,1.5949346820194383,0.990988636279403,0.0011479000000000003
51,1.567609713305667,0.9740106786317885,0.0031727000000000005
52,1.5713725628471162,0.9763486685053825,0.0029395000000000007
53,1.6093707392424794,0.9999582629493801,5.39999999999996e-06
54,1.6052077048163498,0.9973716242266514,0.00032649999999999986
55,1.5946255294487783,0.9907965489871431,0.0011831999999999995
56,1.5701386590961544,0.9755820009990258,0.0027371
57,1.6047896122574592,0.9971118487139333,0.00036950000000000015
58,1.5799615804813676,0.9816853252150914,0.002470399999999999
59,1.5353139421172521,0.9539441877538826,0.0053311999999999995
60,1.566222404245773,0.9731486950478454,0.0033964999999999993
61,1.5363592505413823,0.954593674395184,0.005267099999999999
62,1.4837359557998226,0.921896983000626,0.007094100000000001
63,1.5755979981734014,0.9789740790873258,0.002522
64,1.5738509670566718,0.977888587622739,0.0028674000000000004
65,1.6033232233681498,0.9962007300693553,0.0005089
66,1.597830315263744,0.9927877943717623,0.0009318999999999996
67,1.5575154362058092,0.9677387516305218,0.0037748000000000005
68,1.5877953259078958,0.9865527049170401,0.0017733000000000009
69,1.5508706556286485,0.9636101173254487,0.004502899999999999
70,1.5300140656766892,0.9506511893725114,0.0059203
71,1.6008986998977772,0.9946942889375531,0.0006812000000000001
72,1.567065516614845,0.9736725502165091,0.0032975000000000005
73,1.59100195827734,0.9885450976304654,0.0013936999999999999
74,1.603494695071095,0.9963072714286836,0.00047800000000000045
75,1.5869547527134205,0.9860304274262581,0.0019033000000000006
